book_name,title,author,subject,keywords,summary
12 NISM Series X-A-Investment Adviser Level 1 - June 2025.pdf,,rupeshchavan46@outlook.com,,,"1 workbook for nism-series-x-a: investment adviser (level1) certification examination 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets series-x-a: investment adviser (level 1) certification examination. workbook version: june 20251 published by: national institute of securities markets nism bhawan, plot no 82, sector-17 vashi, na..."
NISM Series-VII Securities Operations and Risk Management Certification Examination_June-2025 version_Final.pdf,CONTENTS,USER,,,1 workbook for nism-series-vii: securities operations and risk management certification examination national institute of securities markets www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for securities operations and risk management. workbook version: june 2025 1 published by: na...
NISM-Series-XIX-B Alternative Investment Funds (Category III) Distributors Certification Examination_September 2025.pdf,AIF (Category III) Distributors,admin,Version: September 2021,,workbook for nism-series-xix-b: alternative investment funds (category iii) distributors certification examination national institute of securities market www.nism.ac.in page | 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for alternative investment funds (category iii) distributors. workbook v...
NISM Series XXIV AML and CFT Provisions in Securities Markets Certification Examination Workbook -May 2025.pdf,,Monica Sachdeva,,,1 workbook for nism-series-xxiv: aml and cft provisions in securities markets certification examination national institute of securities markets www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for aml and cft provisions in securities markets. workbook version: may 20251 published b...
SEBI - Investor Certification Examination - Financial Education Booklet.pdf,,2298@SEBINT,,,"disclaimer financial education initiatives of sebi are for providing general information to the public. for specific information on securities law, rules, regulations, guidelines and directives framed there under, please refer to the same at www.sebi.gov.in. published by: securities and exchange board of india (sebi) sebi bhavan plot no. c4-a, g-block, bandra kurla complex, bandra (east), mumbai 4..."
26 NISM-Series-XXI-A Portfolio Management Services (PMS) Distributors Certification Examination_September-2025 version.pdf,NISM SERIES XXI-A: PMS Distributors certification examination workbook,NISM,,,workbook for nism-series-xxi-a: portfolio management services (pms) distributors certification examination 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for portfolio management services (pms) distributors. workbook version: sep1 2025 published by: national institute of securities markets © nat...
NISM Series-III-A Securities Intermediaries Compliance (Non-Fund) Certification Examination_June-2025 ver.pdf,,Windows User,,,"1 workbook for nism-series-iii-a: securities intermediaries compliance (non-fund) certification examination national institute of securities markets www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for securities intermediaries compliance, in particular for those intermediaries who ..."
12 NISM Series X-A-Investment Adviser Level 1 - June 2025 (2).pdf,,rupeshchavan46@outlook.com,,,"1 workbook for nism-series-x-a: investment adviser (level1) certification examination 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets series-x-a: investment adviser (level 1) certification examination. workbook version: june 20251 published by: national institute of securities markets nism bhawan, plot no 82, sector-17 vashi, na..."
NISM-Series-XII Securities Markets Foundation Certification Examination_September-2025 (2).pdf,CHAPTER 1,rohit,,,1 workbook for nism-series-xii: securities markets foundation certification examination national institute of securities markets www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for securities markets foundation. workbook version: september 20251 published by: national institute of ...
13 NISM-Series-X-B Investment Adviser (Level 2) Certification Examination_September-2025 (1).pdf,,,,,workbook for nism-series-x-b: investment adviser (level 2) certification examination national institute of securities markets www.nism.ac.in 1 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) level 2 certification examination for investment advisers. workbook version: september 20251 published by: national institute of secur...
NISM-Series-XII Securities Markets Foundation Certification Examination_September-2025 (1).pdf,CHAPTER 1,rohit,,,1 workbook for nism-series-xii: securities markets foundation certification examination national institute of securities markets www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for securities markets foundation. workbook version: september 20251 published by: national institute of ...
27 NISM-Series-XXI-B Portfolio Managers Certification Examination_September-2025 version.pdf,,Kuldeep Thareja,,,1 workbook for nism-series-xxi-b: portfolio managers certification examination national institute of securities markets www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for portfolio managers. workbook version: sep 20251 published by: national institute of securities markets © natio...
13 NISM-Series-X-B Investment Adviser (Level 2) Certification Examination_September-2025.pdf,,,,,workbook for nism-series-x-b: investment adviser (level 2) certification examination national institute of securities markets www.nism.ac.in 1 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) level 2 certification examination for investment advisers. workbook version: september 20251 published by: national institute of secur...
FINAL_Series-XIX-E_Category III_Category III AIF Managers_30-Apr-2025.pdf,,,,,xix-e alternative investment fund managers (category - iii) workbook for nism-series-xix-e: category iii alternative investment fund managers certification examination national institute of securities market www.nism.ac.in this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for category iii alternative...
SEBI - Investor Certification Examination - Securities Market Booklet.pdf,SM Booklet_English_SEBI - Final_8ap 2022_low,,,,"booklet on securities market understanding from investor’s perspective ipft disclaimer: while every effort has been made to avoid errors or omission in this publication, publishers are not liable for any damage or loss to anyone,of any kind, in any manner from use of this material. prepared jointly by: securities and exchange board of india bse limited national securities depository limited nation..."
7 NISM-Series V-B Mutual Fund Foundation Certification Examination_August-2025.pdf,,Sonika Holkar,,,"workbook for nism-series-v-b: mutual fund foundation certification examination 1 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for mutual fund foundation. workbook version: august 2025 1 published by: national institute of securities markets © national institute of securities markets, 2025 plot 8..."
NISM-Series-XIX-A Alternative Investment Funds (Category I and II) Distributors Certification Examination_September-2025.pdf,NISM-Series-XIX-A: Alternative Investment Fund (Category I & II) Distributors Certification Examination,Shatabdi Mukherjee,Version: March 2020,,workbook for nism-series-xix-a: alternative investment funds (category i and ii) distributors certification examination national institute of securities market www.nism.ac.in 1 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for alternative investment funds (category i and ii) distributors. workboo...
12 NISM Series X-A-Investment Adviser Level 1 - June 2025 (1).pdf,,rupeshchavan46@outlook.com,,,"1 workbook for nism-series-x-a: investment adviser (level1) certification examination 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets series-x-a: investment adviser (level 1) certification examination. workbook version: june 20251 published by: national institute of securities markets nism bhawan, plot no 82, sector-17 vashi, na..."
FINAL_Series-XIX-D_Cat I and II AIF Managers_Version-Apr-2025_30-Apr-2025.pdf,,,,,xix-d alternative investment fund managers (category - i and ii) workbook for nism-series-xix-d: category i and ii alternative investment fund managers certification examination national institute of securities market www.nism.ac.in this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for category i and...
NISM-Series-VI Depository Operations Certification Examination_September-2025.pdf,,mitu,,,0 workbook for nism-series-vi: depository operations certification examination national institute of securities markets www.nism.ac.in 1 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for depository operations. workbook version: september 20251 published by: national institute of securities market...
NISM-Series-V-A Mutual Fund Distributors Certification Examination (HINDI)_September-2025.pdf,,admin,,,0 एनआईएसएम ससरीज़ v–a: म्यूचअु ल फ़ं ड डडस्ट्रीब्यूटस स सर्टसफिके शन परीक्षा के सलए वकसबकु नैशनल इंस्ट्टीट्यूट ऑि ससक्योररटीज़ माके ट्स www.nism.ac.in 1 यह वकसबुक म्यूचुअल फ़ंड डडस्ट्रीब्यूटस स के सलए नैशनल इंस्ट्टीट्यूट ऑि ससक्योररटीज़ माकेट्स(nism) सर्टसफिकेशन परीक्षा की तयै ारी में उम्मीदवारों की सहायता के सलए बनाई गयी है। वकसबुक वर्नस: सितंबर20251 प्रकाशक: नैशनल इंस्ट्टीट्यूट ऑि ससक्योररटीज़ माकेट्स...
NISM-Series-II-B Registrars and Transfer Agents (Mutual Fund) Certification Examination_September-2025.pdf,,admin,,,workbook for nism-series-ii-b: registrars to an issue and share transfer agents – mutual funds certification examination national institute of securities market www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for registrars to an issue and share transfer agents –mutual fund. workbo...
NISM-Series-XV-Research Analyst Certification Examination -June 2025 New version.pdf,,Rohit Jain,,,1 workbook for nism-series-xv: research analyst certification examination national institute of securities markets www.nism.ac.in 2 this workbook has been developed to assist candidates in preparing for the national institute of securities markets (nism) certification examination for research analyst (nism-series-xv: research analyst certification examination). workbook version: june 20251 publish...
